area_type,availability,location,total_sqft,bath,balcony,price,bhk,price_per_sqft
Built-up  Area,Ready To Move,Ananth Nagar,850.0,2.0,1.0,25.99,2,3057.6470588235293
Super built-up  Area,Ready To Move,Ananth Nagar,902.0,2.0,1.0,25.26,2,2800.4434589800444
Built-up  Area,Ready To Move,Ananth Nagar,810.0,2.0,1.0,25.5,2,3148.1481481481483
Super built-up  Area,Ready To Move,Ananth Nagar,890.0,2.0,1.0,27.0,2,3033.7078651685392
Super built-up  Area,18-Aug,Ananth Nagar,1200.0,2.0,1.0,36.0,2,3000.0
Super built-up  Area,Ready To Move,Ananth Nagar,1319.0,3.0,1.0,37.75,3,2862.016679302502
Super built-up  Area,Ready To Move,Ananth Nagar,1319.0,3.0,1.0,42.0,3,3184.230477634572
Super built-up  Area,Ready To Move,Ananth Nagar,902.0,2.0,2.0,25.0,2,2771.6186252771618
Super built-up  Area,Ready To Move,Ananth Nagar,930.0,2.0,1.0,25.99,2,2794.6236559139784
Super built-up  Area,18-Jun,Ananth Nagar,500.0,1.0,1.0,14.0,1,2800.0
Plot  Area,19-Jan,Anekal,1200.0,1.0,1.0,36.0,2,3000.0
Super built-up  Area,Ready To Move,Anekal,656.0,2.0,1.0,22.0,2,3353.6585365853657
Super built-up  Area,Ready To Move,Anekal,620.0,2.0,1.0,22.0,2,3548.3870967741937
Super built-up  Area,19-Oct,Anekal,530.0,1.0,1.0,18.0,1,3396.2264150943397
Plot  Area,Ready To Move,Anekal,1800.0,3.0,2.0,68.0,3,3777.777777777778
Plot  Area,19-Jan,Anekal,1200.0,1.0,1.0,36.0,2,3000.0
Super built-up  Area,Ready To Move,Anekal,1035.0,2.0,2.0,38.3,2,3700.483091787439
Super built-up  Area,Ready To Move,Anekal,888.0,2.0,1.0,34.0,2,3828.828828828829
Plot  Area,18-May,Anekal,1200.0,2.0,1.0,36.1,2,3008.3333333333335
Plot  Area,19-Jan,Anekal,1200.0,1.0,1.0,36.0,2,3000.0
Super built-up  Area,Ready To Move,Anekal,766.0,2.0,2.0,28.0,2,3655.3524804177546
Built-up  Area,Ready To Move,Anekal,620.0,1.0,1.0,23.5,2,3790.3225806451615
Super built-up  Area,Ready To Move,Anekal,1150.0,3.0,2.0,45.0,3,3913.0434782608695
Plot  Area,19-Jan,Anekal,1200.0,1.0,1.0,36.0,2,3000.0
Plot  Area,19-Jan,Anekal,1200.0,1.0,1.0,36.0,2,3000.0
Built-up  Area,Ready To Move,Anekal,400.0,1.0,1.0,11.5,1,2875.0
Super built-up  Area,Ready To Move,Anekal,456.0,1.0,1.0,15.0,1,3289.4736842105262
Plot  Area,19-Jan,Anekal,1200.0,1.0,1.0,36.0,2,3000.0
Plot  Area,19-Jan,Anekal,1200.0,1.0,1.0,36.0,2,3000.0
Plot  Area,Ready To Move,Anekal,2400.0,4.0,0.0,95.0,3,3958.3333333333335
Plot  Area,19-Apr,Anekal,1200.0,2.0,1.0,36.1,2,3008.3333333333335
Plot  Area,19-May,Anekal,1200.0,2.0,1.0,36.1,2,3008.3333333333335
Super built-up  Area,Ready To Move,Anekal,680.0,1.0,1.0,21.0,2,3088.235294117647
Built-up  Area,Ready To Move,Anekal,420.0,1.0,1.0,12.5,1,2976.190476190476
Built-up  Area,Ready To Move,Anjanapura,1850.0,4.0,2.0,86.0,4,4648.648648648648
Super built-up  Area,18-Jul,Anjanapura,1070.0,2.0,2.0,39.0,2,3644.8598130841124
Super built-up  Area,18-Aug,Anjanapura,1070.0,2.0,2.0,37.0,2,3457.9439252336447
Super built-up  Area,Ready To Move,Anjanapura,950.0,2.0,1.0,40.0,2,4210.526315789473
Built-up  Area,Ready To Move,Anjanapura,1280.0,2.0,2.0,45.0,3,3515.625
Super built-up  Area,Ready To Move,Anjanapura,710.0,2.0,0.0,25.0,2,3521.1267605633802
Super built-up  Area,19-Dec,Anjanapura,1347.0,2.0,1.0,37.72,3,2800.2969561989607
Built-up  Area,Ready To Move,Anjanapura,950.0,2.0,0.0,32.0,2,3368.4210526315787
Super built-up  Area,Ready To Move,Anjanapura,1800.0,4.0,2.0,55.0,4,3055.5555555555557
Super built-up  Area,Ready To Move,Anjanapura,1843.0,3.0,1.0,87.54,3,4749.864351600651
Super built-up  Area,19-Dec,Anjanapura,1076.0,2.0,1.0,30.13,2,2800.185873605948
Built-up  Area,Ready To Move,Anjanapura,950.0,2.0,0.0,30.0,2,3157.8947368421054
Built-up  Area,Ready To Move,Ardendale,3198.0,4.0,3.0,200.0,4,6253.908692933083
Plot  Area,Ready To Move,Ardendale,3200.0,4.0,1.0,205.0,4,6406.25
Super built-up  Area,Ready To Move,Ardendale,1224.0,2.0,2.0,70.0,2,5718.954248366013
Super built-up  Area,Ready To Move,Ardendale,1224.0,2.0,2.0,67.0,2,5473.856209150327
Built-up  Area,Ready To Move,Arekere,920.0,2.0,1.0,40.0,2,4347.826086956522
Built-up  Area,Ready To Move,Arekere,1740.0,2.0,0.0,95.0,3,5459.770114942528
Built-up  Area,Ready To Move,Arekere,1190.0,2.0,2.0,55.0,2,4621.848739495798
Built-up  Area,Ready To Move,Arekere,600.0,1.0,1.0,28.0,1,4666.666666666667
Super built-up  Area,18-Jul,Arekere,2072.0,3.0,2.0,108.0,3,5212.355212355213
Super built-up  Area,Ready To Move,Arekere,1100.0,2.0,2.0,55.0,2,5000.0
Super built-up  Area,Ready To Move,Arekere,900.0,2.0,3.0,50.0,2,5555.555555555556
Super built-up  Area,Ready To Move,Arekere,1240.0,2.0,2.0,60.0,2,4838.709677419355
Super built-up  Area,Ready To Move,Arekere,900.0,2.0,1.0,44.5,2,4944.444444444444
Super built-up  Area,Ready To Move,Attibele,450.0,1.0,1.0,11.0,1,2444.4444444444443
Built-up  Area,Ready To Move,Attibele,1600.0,4.0,0.0,52.8,4,3300.0
Built-up  Area,Ready To Move,Attibele,656.0,2.0,1.0,25.0,2,3810.9756097560976
Built-up  Area,Ready To Move,Attibele,400.0,1.0,1.0,11.0,1,2750.0
Built-up  Area,Ready To Move,Attibele,400.0,1.0,1.0,12.0,1,3000.0
Built-up  Area,Ready To Move,Attibele,400.0,1.0,1.0,14.0,1,3500.0
Super built-up  Area,Ready To Move,Attibele,500.0,1.0,1.0,17.0,1,3400.0
Built-up  Area,Ready To Move,Attibele,395.0,1.0,1.0,10.25,1,2594.9367088607596
Super built-up  Area,Ready To Move,Attibele,1639.0,2.0,1.0,40.98,3,2500.305064063453
Built-up  Area,Ready To Move,Attibele,418.0,1.0,1.0,12.0,1,2870.813397129187
Built-up  Area,Ready To Move,Attibele,1200.0,2.0,2.0,42.0,2,3500.0
Super built-up  Area,Ready To Move,Attibele,400.0,1.0,1.0,10.0,1,2500.0
Super built-up  Area,Ready To Move,Attibele,695.0,1.0,1.0,25.0,2,3597.122302158273
Super built-up  Area,Ready To Move,Attibele,850.0,1.0,1.0,25.0,2,2941.176470588235
Built-up  Area,Ready To Move,Attibele,450.0,1.0,1.0,12.5,1,2777.777777777778
Super built-up  Area,Ready To Move,Attibele,995.0,1.0,1.0,24.88,2,2500.502512562814
Super built-up  Area,17-Sep,Attibele,900.0,1.0,1.0,25.0,2,2777.777777777778
Super built-up  Area,Ready To Move,Attibele,1174.0,2.0,1.0,29.35,2,2500.0
Super built-up  Area,Ready To Move,Attibele,782.0,1.0,0.0,19.55,1,2500.0
Super built-up  Area,Ready To Move,Attibele,1175.0,2.0,1.0,29.38,2,2500.425531914894
Super built-up  Area,Ready To Move,Attibele,656.0,2.0,1.0,25.0,2,3810.9756097560976
Built-up  Area,Ready To Move,Attibele,400.0,1.0,1.0,11.5,1,2875.0
Carpet  Area,Ready To Move,Attibele,460.0,1.0,1.0,13.0,1,2826.086956521739
Super built-up  Area,Ready To Move,Attibele,418.0,2.0,1.0,11.5,1,2751.196172248804
Super built-up  Area,Ready To Move,Attibele,996.0,2.0,1.0,24.9,2,2500.0
Built-up  Area,Ready To Move,Attibele,410.0,1.0,1.0,10.0,1,2439.0243902439024
Plot  Area,Ready To Move,Attibele,1700.0,3.0,1.0,65.0,3,3823.529411764706
Super built-up  Area,Ready To Move,Attibele,400.0,1.0,1.0,10.25,1,2562.5
Super built-up  Area,Ready To Move,Attibele,656.0,2.0,1.0,25.0,2,3810.9756097560976
Built-up  Area,Ready To Move,Attibele,520.0,1.0,1.0,15.0,1,2884.6153846153848
Super built-up  Area,Ready To Move,BEML Layout,1060.0,2.0,1.0,55.0,2,5188.679245283019
Built-up  Area,Ready To Move,BEML Layout,999.0,2.0,3.0,45.0,2,4504.504504504504
Super built-up  Area,Ready To Move,BEML Layout,1194.0,2.0,1.0,65.0,2,5443.886097152429
Super built-up  Area,Ready To Move,BEML Layout,1200.0,2.0,2.0,67.0,2,5583.333333333333
Super built-up  Area,Ready To Move,BEML Layout,1194.0,2.0,1.0,65.0,2,5443.886097152429
Plot  Area,Ready To Move,BTM 1st Stage,375.0,1.0,0.0,40.0,1,10666.666666666666
Super built-up  Area,Ready To Move,BTM 1st Stage,1717.0,3.0,2.0,200.0,3,11648.223645894
Carpet  Area,Ready To Move,BTM 2nd Stage,950.0,2.0,1.0,52.0,2,5473.684210526316
Built-up  Area,Ready To Move,BTM 2nd Stage,1850.0,3.0,0.0,170.0,3,9189.18918918919
Super built-up  Area,Ready To Move,BTM 2nd Stage,1200.0,2.0,2.0,80.0,2,6666.666666666667
Super built-up  Area,Ready To Move,BTM 2nd Stage,1274.0,2.0,2.0,70.0,2,5494.505494505494
Super built-up  Area,Ready To Move,BTM 2nd Stage,1070.0,2.0,1.0,48.0,2,4485.981308411215
Built-up  Area,Ready To Move,BTM 2nd Stage,1280.0,2.0,2.0,80.0,2,6250.0
Built-up  Area,Ready To Move,BTM 2nd Stage,1100.0,2.0,2.0,70.0,2,6363.636363636364
Super built-up  Area,Ready To Move,BTM 2nd Stage,1000.0,2.0,2.0,58.0,2,5800.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,1265.0,2.0,2.0,55.0,2,4347.826086956522
Super built-up  Area,Ready To Move,BTM 2nd Stage,2200.0,3.0,3.0,220.0,3,10000.0
Super built-up  Area,Ready To Move,BTM 2nd Stage,965.0,2.0,2.0,56.0,2,5803.108808290155
Super built-up  Area,Ready To Move,BTM 2nd Stage,1147.0,2.0,1.0,75.0,2,6538.7968613775065
Built-up  Area,Ready To Move,BTM 2nd Stage,1750.0,3.0,3.0,172.0,3,9828.57142857143
Super built-up  Area,Ready To Move,BTM 2nd Stage,1400.0,2.0,3.0,90.0,2,6428.571428571428
Super built-up  Area,Ready To Move,BTM 2nd Stage,1200.0,2.0,2.0,70.0,2,5833.333333333333
Super built-up  Area,Ready To Move,BTM 2nd Stage,1100.0,2.0,2.0,47.0,2,4272.727272727273
Super built-up  Area,Ready To Move,BTM 2nd Stage,930.0,2.0,2.0,46.0,2,4946.236559139785
Super built-up  Area,Ready To Move,BTM 2nd Stage,1265.0,2.0,3.0,55.0,3,4347.826086956522
Super built-up  Area,Ready To Move,BTM Layout,1150.0,2.0,2.0,63.0,2,5478.260869565217
Built-up  Area,Ready To Move,BTM Layout,3300.0,6.0,3.0,165.0,6,5000.0
Built-up  Area,Ready To Move,BTM Layout,1450.0,2.0,2.0,81.0,3,5586.206896551724
Super built-up  Area,Ready To Move,BTM Layout,1458.0,3.0,2.0,79.0,3,5418.38134430727
Built-up  Area,Ready To Move,BTM Layout,935.0,2.0,1.0,51.5,2,5508.0213903743315
Super built-up  Area,Ready To Move,BTM Layout,1020.0,2.0,1.0,46.5,2,4558.823529411765
Built-up  Area,Ready To Move,BTM Layout,1300.0,2.0,1.0,75.0,3,5769.2307692307695
Built-up  Area,Ready To Move,BTM Layout,1540.0,2.0,2.0,78.0,3,5064.935064935065
Super built-up  Area,Ready To Move,BTM Layout,1196.0,2.0,2.0,56.81,2,4750.0
Super built-up  Area,Ready To Move,Babusapalaya,1141.0,2.0,1.0,46.0,2,4031.5512708150745
Built-up  Area,Ready To Move,Babusapalaya,1500.0,2.0,2.0,57.0,2,3800.0
Super built-up  Area,Ready To Move,Babusapalaya,1141.0,2.0,1.0,45.9,2,4022.787028921998
Built-up  Area,Ready To Move,Babusapalaya,1105.0,2.0,1.0,40.0,2,3619.9095022624433
Super built-up  Area,Ready To Move,Babusapalaya,1450.0,2.0,1.0,55.99,2,3861.3793103448274
Super built-up  Area,Ready To Move,Babusapalaya,1100.0,2.0,2.0,38.0,2,3454.5454545454545
Super built-up  Area,17-Aug,Babusapalaya,1061.0,2.0,1.0,38.95,2,3671.065032987748
Super built-up  Area,20-Jan,Badavala Nagar,1494.0,2.0,2.0,94.55,3,6328.647925033467
Super built-up  Area,Ready To Move,Badavala Nagar,1494.0,2.0,2.0,94.55,3,6328.647925033467
Super built-up  Area,20-Jan,Badavala Nagar,1494.0,2.0,2.0,94.55,3,6328.647925033467
Built-up  Area,17-May,Balagere,675.0,1.0,1.0,45.0,1,6666.666666666667
Super built-up  Area,Ready To Move,Balagere,656.0,1.0,1.0,43.0,1,6554.878048780488
Super built-up  Area,20-Jan,Balagere,656.0,1.0,1.0,38.77,1,5910.0609756097565
Super built-up  Area,18-May,Balagere,645.0,1.0,1.0,39.0,1,6046.511627906977
Built-up  Area,18-Jan,Balagere,645.0,1.0,1.0,41.0,1,6356.589147286822
Super built-up  Area,17-Oct,Banashankari,1470.0,2.0,1.0,88.64,3,6029.931972789115
Built-up  Area,Ready To Move,Banashankari,1300.0,2.0,2.0,75.0,3,5769.2307692307695
Super built-up  Area,Ready To Move,Banashankari,1800.0,3.0,2.0,115.0,3,6388.888888888889
Built-up  Area,Ready To Move,Banashankari,1125.0,2.0,1.0,63.0,2,5600.0
Super built-up  Area,18-May,Banashankari,1310.0,2.0,2.0,80.0,2,6106.8702290076335
Super built-up  Area,18-Jul,Banashankari,2600.0,4.0,1.0,135.0,3,5192.307692307692
Super built-up  Area,Ready To Move,Banashankari,1260.0,2.0,3.0,75.0,2,5952.380952380952
Built-up  Area,Ready To Move,Banashankari,1350.0,2.0,0.0,83.0,3,6148.148148148148
Super built-up  Area,Ready To Move,Banashankari,1330.0,2.0,1.0,78.0,2,5864.661654135339
Super built-up  Area,Ready To Move,Banashankari,1400.0,2.0,1.0,78.0,3,5571.428571428572
Super built-up  Area,Ready To Move,Banashankari,1390.0,2.0,2.0,86.0,2,6187.050359712231
Super built-up  Area,Ready To Move,Banashankari,1460.0,2.0,3.0,70.0,2,4794.520547945205
Super built-up  Area,Ready To Move,Banashankari,1200.0,2.0,1.0,60.0,2,5000.0
Super built-up  Area,Ready To Move,Banashankari,1290.0,2.0,2.0,80.0,2,6201.550387596899
Built-up  Area,Ready To Move,Banashankari,1186.0,2.0,3.0,65.0,2,5480.607082630691
Super built-up  Area,Ready To Move,Banashankari,1650.0,3.0,2.0,101.0,3,6121.212121212121
Built-up  Area,Ready To Move,Banashankari,1300.0,2.0,2.0,55.0,3,4230.7692307692305
Super built-up  Area,Ready To Move,Banashankari,1181.0,2.0,1.0,75.0,2,6350.550381033023
Super built-up  Area,Ready To Move,Banashankari,1040.0,2.0,3.0,45.0,2,4326.923076923077
Super built-up  Area,Ready To Move,Banashankari,1330.0,2.0,2.0,77.0,2,5789.473684210527
Super built-up  Area,Ready To Move,Banashankari,1200.0,2.0,3.0,49.0,2,4083.3333333333335
Super built-up  Area,Ready To Move,Banashankari,1185.0,2.0,2.0,67.0,2,5654.008438818565
Super built-up  Area,18-Jul,Banashankari,1000.0,2.0,1.0,50.0,2,5000.0
Super built-up  Area,18-Aug,Banashankari,1650.0,3.0,2.0,90.75,3,5500.0
Super built-up  Area,18-May,Banashankari,1650.0,3.0,2.0,101.0,3,6121.212121212121
Super built-up  Area,Ready To Move,Banashankari,1310.0,2.0,2.0,80.43,2,6139.69465648855
Built-up  Area,Ready To Move,Banashankari,600.0,1.0,0.0,27.0,2,4500.0
Super built-up  Area,18-Apr,Banashankari,1430.0,2.0,2.0,87.8,2,6139.8601398601395
Super built-up  Area,Ready To Move,Banashankari,1020.0,2.0,1.0,42.83,2,4199.019607843137
Built-up  Area,Ready To Move,Banashankari,1540.0,3.0,3.0,80.0,3,5194.805194805195
Super built-up  Area,Ready To Move,Banashankari,1750.0,2.0,2.0,89.0,3,5085.714285714285
Super built-up  Area,18-Apr,Banashankari,1770.0,3.0,3.0,108.0,3,6101.6949152542375
Super built-up  Area,19-Jan,Banashankari,1420.0,3.0,1.0,66.0,3,4647.887323943662
Super built-up  Area,17-Oct,Banashankari,1200.0,3.0,2.0,74.52,3,6210.0
Super built-up  Area,Ready To Move,Banashankari,1100.0,2.0,1.0,63.0,2,5727.272727272727
Super built-up  Area,Ready To Move,Banashankari,1260.0,2.0,3.0,75.0,2,5952.380952380952
Super built-up  Area,Ready To Move,Banashankari,1426.0,3.0,2.0,85.0,3,5960.729312762974
Super built-up  Area,Ready To Move,Banashankari Stage II,1700.0,2.0,2.0,150.0,2,8823.529411764706
Plot  Area,Ready To Move,Banashankari Stage II,1200.0,2.0,1.0,150.0,4,12500.0
Super built-up  Area,Ready To Move,Banashankari Stage II,1500.0,2.0,1.0,120.0,3,8000.0
Built-up  Area,Ready To Move,Banashankari Stage II,1250.0,2.0,2.0,110.0,2,8800.0
Super built-up  Area,Ready To Move,Banashankari Stage II,1260.0,2.0,1.0,95.0,3,7539.68253968254
Plot  Area,Ready To Move,Banashankari Stage II,2400.0,2.0,2.0,300.0,3,12500.0
Super built-up  Area,Ready To Move,Banashankari Stage II,1400.0,2.0,1.0,100.0,2,7142.857142857143
Super built-up  Area,Ready To Move,Banashankari Stage II,2800.0,3.0,2.0,425.0,5,15178.57142857143
Built-up  Area,Ready To Move,Banashankari Stage II,3000.0,3.0,2.0,450.0,3,15000.0
Super built-up  Area,Ready To Move,Banashankari Stage II,1245.0,2.0,1.0,125.0,2,10040.160642570281
Super built-up  Area,18-May,Banashankari Stage III,1305.0,2.0,1.0,58.7,3,4498.08429118774
Super built-up  Area,18-Oct,Banashankari Stage III,1145.0,2.0,3.0,58.4,2,5100.436681222707
Super built-up  Area,18-Dec,Banashankari Stage III,1650.0,3.0,2.0,118.0,3,7151.515151515152
Super built-up  Area,Ready To Move,Banashankari Stage III,1350.0,2.0,2.0,68.0,3,5037.037037037037
Built-up  Area,Ready To Move,Banashankari Stage III,2000.0,4.0,0.0,100.0,4,5000.0
Super built-up  Area,Ready To Move,Banashankari Stage III,1305.0,2.0,1.0,59.0,3,4521.072796934866
Super built-up  Area,Ready To Move,Banashankari Stage III,1305.0,2.0,1.0,60.0,3,4597.701149425287
Super built-up  Area,Ready To Move,Banashankari Stage III,1305.0,2.0,1.0,59.0,3,4521.072796934866
Super built-up  Area,18-Oct,Banashankari Stage III,1480.0,3.0,1.0,75.48,3,5100.0
Super built-up  Area,Ready To Move,Banashankari Stage III,1305.0,2.0,1.0,59.0,3,4521.072796934866
Built-up  Area,Ready To Move,Banashankari Stage III,3000.0,6.0,2.0,150.0,6,5000.0
Super built-up  Area,Ready To Move,Banashankari Stage III,1085.0,2.0,1.0,50.0,2,4608.294930875576
Super built-up  Area,18-Apr,Banashankari Stage III,1500.0,2.0,2.0,100.0,3,6666.666666666667
Built-up  Area,Ready To Move,Banashankari Stage III,2100.0,3.0,1.0,147.0,4,7000.0
Super built-up  Area,Ready To Move,Banashankari Stage III,1420.0,2.0,2.0,95.0,3,6690.140845070423
Super built-up  Area,Ready To Move,Banashankari Stage V,1035.0,2.0,2.0,35.77,2,3456.038647342996
Super built-up  Area,20-Dec,Banashankari Stage VI,1177.5,2.0,0.0,59.935,2,5090.0212314225055
Super built-up  Area,20-Oct,Banashankari Stage VI,1160.0,2.0,1.0,59.0,2,5086.206896551724
Super built-up  Area,20-Dec,Banashankari Stage VI,1180.0,2.0,1.0,59.47,2,5039.830508474576
Super built-up  Area,Ready To Move,Banaswadi,1184.0,2.0,3.0,53.0,2,4476.351351351352
Super built-up  Area,Ready To Move,Banaswadi,1145.0,2.0,2.0,55.0,2,4803.493449781659
Super built-up  Area,Ready To Move,Banaswadi,1250.0,2.0,0.0,60.0,2,4800.0
Super built-up  Area,Ready To Move,Banaswadi,1365.0,2.0,2.0,73.0,2,5347.985347985348
Super built-up  Area,Ready To Move,Banaswadi,1200.0,2.0,3.0,60.0,2,5000.0
Super built-up  Area,Ready To Move,Banaswadi,1340.0,2.0,2.0,73.0,2,5447.761194029851
Super built-up  Area,Ready To Move,Banaswadi,1008.0,2.0,2.0,52.0,2,5158.730158730159
Built-up  Area,Ready To Move,Banaswadi,1105.0,2.0,2.0,57.0,2,5158.371040723982
Plot  Area,Ready To Move,Banjara Layout,1200.0,2.0,2.0,70.0,2,5833.333333333333
Built-up  Area,Ready To Move,Banjara Layout,1050.0,2.0,1.0,64.8,2,6171.428571428572
Super built-up  Area,Ready To Move,Bannerghatta,1665.0,3.0,3.0,110.0,3,6606.606606606607
Super built-up  Area,18-Jul,Bannerghatta,2370.0,4.0,2.0,195.0,3,8227.848101265823
Super built-up  Area,19-Dec,Bannerghatta,1113.0,2.0,1.0,70.0,2,6289.308176100629
Super built-up  Area,Ready To Move,Bannerghatta,1070.0,2.0,1.0,87.0,2,8130.841121495327
Super built-up  Area,19-Dec,Bannerghatta,1776.0,3.0,2.0,124.0,3,6981.981981981982
Super built-up  Area,Ready To Move,Bannerghatta Road,1050.0,2.0,1.0,65.0,2,6190.476190476191
Super built-up  Area,21-Feb,Bannerghatta Road,595.0,1.0,1.0,33.32,1,5600.0
Super built-up  Area,19-Feb,Bannerghatta Road,1179.0,2.0,1.0,66.02,2,5599.660729431722
Super built-up  Area,22-Dec,Bannerghatta Road,1122.5,2.0,0.0,58.935,2,5250.334075723831
Built-up  Area,Ready To Move,Bannerghatta Road,793.0,2.0,1.0,45.0,2,5674.653215636822
Super built-up  Area,Ready To Move,Bannerghatta Road,1400.0,2.0,2.0,78.0,2,5571.428571428572
Built-up  Area,Ready To Move,Bannerghatta Road,2700.0,5.0,0.0,158.0,5,5851.851851851852
Built-up  Area,Ready To Move,Bannerghatta Road,1181.0,2.0,0.0,55.0,2,4657.070279424217
Super built-up  Area,Ready To Move,Bannerghatta Road,1200.0,2.0,2.0,75.0,2,6250.0
Super built-up  Area,19-Dec,Bannerghatta Road,595.0,1.0,1.0,31.83,1,5349.579831932773
Super built-up  Area,18-Dec,Bannerghatta Road,1105.0,2.0,1.0,51.0,2,4615.384615384615
Super built-up  Area,Ready To Move,Bannerghatta Road,1255.0,2.0,2.0,65.26,2,5200.000000000001
Built-up  Area,Ready To Move,Bannerghatta Road,912.0,2.0,1.0,55.0,2,6030.701754385965
Super built-up  Area,Ready To Move,Bannerghatta Road,1218.0,2.0,1.0,73.0,2,5993.431855500821
Super built-up  Area,22-Dec,Bannerghatta Road,1115.0,2.0,1.0,65.12,2,5840.358744394619
Super built-up  Area,Ready To Move,Bannerghatta Road,1275.0,2.0,2.0,65.0,2,5098.0392156862745
Super built-up  Area,Ready To Move,Bannerghatta Road,892.0,2.0,1.0,39.0,2,4372.197309417041
Super built-up  Area,Ready To Move,Bannerghatta Road,1260.0,2.0,2.0,70.0,2,5555.555555555556
Built-up  Area,Ready To Move,Bannerghatta Road,1150.0,2.0,2.0,65.0,2,5652.173913043478
Built-up  Area,Ready To Move,Bannerghatta Road,1220.0,2.0,1.0,80.0,2,6557.377049180328
Built-up  Area,Ready To Move,Bannerghatta Road,1015.0,2.0,0.0,48.0,2,4729.064039408867
Super built-up  Area,21-Dec,Bannerghatta Road,1115.0,2.0,1.0,61.0,2,5470.85201793722
Super built-up  Area,Ready To Move,Bannerghatta Road,1136.0,2.0,1.0,48.0,2,4225.352112676056
Super built-up  Area,Ready To Move,Bannerghatta Road,1302.5,2.0,0.0,67.73,2,5200.0
Super built-up  Area,Ready To Move,Bannerghatta Road,1200.0,2.0,2.0,65.0,2,5416.666666666667
Super built-up  Area,Ready To Move,Bannerghatta Road,1240.0,2.0,1.0,65.0,2,5241.935483870968
Super built-up  Area,18-Dec,Bannerghatta Road,1268.0,2.0,1.0,69.0,2,5441.640378548896
Super built-up  Area,Ready To Move,Bannerghatta Road,960.0,2.0,3.0,58.0,2,6041.666666666667
Super built-up  Area,Ready To Move,Bannerghatta Road,1275.0,2.0,1.0,73.0,2,5725.490196078431
Super built-up  Area,Ready To Move,Bannerghatta Road,1240.0,2.0,1.0,71.0,2,5725.806451612903
Super built-up  Area,Ready To Move,Bannerghatta Road,1215.0,2.0,1.0,68.0,2,5596.707818930041
Super built-up  Area,Ready To Move,Bannerghatta Road,1215.0,2.0,1.0,68.0,2,5596.707818930041
Super built-up  Area,17-Sep,Bannerghatta Road,1280.0,2.0,2.0,60.16,2,4700.0
Super built-up  Area,Ready To Move,Bannerghatta Road,630.0,1.0,2.0,35.0,1,5555.555555555556
Super built-up  Area,Ready To Move,Bannerghatta Road,1215.0,2.0,1.0,68.0,2,5596.707818930041
Super built-up  Area,Ready To Move,Bannerghatta Road,1000.0,2.0,1.0,50.0,2,5000.0
